DECISION_ID,INVENTORY_ID,CURRENT_PATH,CURRENT_ACTION,REFERENCE_RISK,DECISION_PROPOSED,IMPACT_CLASS,BLOCKS_REL001,BLOCKS_OPS005,BLOCKS_RFC002,BLOCKS_SPR018,REMEDIATION_REQUIRED,HUMAN_APPROVAL_REQUIRED,RATIONALE
"DEC-0068","INV-0106","logs/spr003_dry_run_inventory.json","HOLD","MEDIUM_REFERENCE_RISK","HOLD","BLOCKS_OPS005_ONLY; NON_BLOCKING_TECHNICAL_DEBT","NO","YES","NO","NO","YES","YES","HOLD institucional mantido (PATH_REFERENCED); liberar somente após decisão humana sobre autoridade, retenção, custódia, segurança e consumidores aplicáveis. Isolável da REL-001."
"DEC-0069","INV-0107","logs/SPR004.log","HOLD","MEDIUM_REFERENCE_RISK","HOLD","BLOCKS_OPS005_ONLY; NON_BLOCKING_TECHNICAL_DEBT","NO","YES","NO","NO","YES","YES","HOLD institucional mantido (PATH_REFERENCED); liberar somente após decisão humana sobre autoridade, retenção, custódia, segurança e consumidores aplicáveis. Isolável da REL-001."
"DEC-0070","INV-0108","logs/spr004_inventory.json","HOLD","MEDIUM_REFERENCE_RISK","HOLD","BLOCKS_OPS005_ONLY; NON_BLOCKING_TECHNICAL_DEBT","NO","YES","NO","NO","YES","YES","HOLD institucional mantido (PATH_REFERENCED); liberar somente após decisão humana sobre autoridade, retenção, custódia, segurança e consumidores aplicáveis. Isolável da REL-001."
"DEC-0071","INV-0109","logs/SPR007B_BOOTSTRAP.log","HOLD","MEDIUM_REFERENCE_RISK","HOLD","BLOCKS_OPS005_ONLY; NON_BLOCKING_TECHNICAL_DEBT","NO","YES","NO","NO","YES","YES","HOLD institucional mantido (PATH_REFERENCED); liberar somente após decisão humana sobre autoridade, retenção, custódia, segurança e consumidores aplicáveis. Isolável da REL-001."
"DEC-0072","INV-0110","logs/SPR007B_ENGINE.log","HOLD","MEDIUM_REFERENCE_RISK","HOLD","BLOCKS_OPS005_ONLY; NON_BLOCKING_TECHNICAL_DEBT","NO","YES","NO","NO","YES","YES","HOLD institucional mantido (PATH_REFERENCED); liberar somente após decisão humana sobre autoridade, retenção, custódia, segurança e consumidores aplicáveis. Isolável da REL-001."
"DEC-0073","INV-0114","README_SPR_003.md","MOVE","MEDIUM_REFERENCE_RISK","KEEP_CURRENT_PATH","BLOCKS_OPS005_ONLY","NO","YES","NO","NO","YES","YES","Permanecer no caminho atual (PATH_REFERENCED); risco MEDIUM_REFERENCE_RISK afeta mudança física futura e exige mapa, atualização e validação de referências antes da OPS-005, mas não bloqueia consolidação documental seletiva."
"DEC-0074","INV-0115","README_SPR_004.md","MOVE","HIGH_REFERENCE_RISK","KEEP_CURRENT_PATH","BLOCKS_OPS005_ONLY","NO","YES","NO","NO","YES","YES","Permanecer no caminho atual (PATH_REFERENCED); risco HIGH_REFERENCE_RISK afeta mudança física futura e exige mapa, atualização e validação de referências antes da OPS-005, mas não bloqueia consolidação documental seletiva."
"DEC-0075","INV-0127","SPR008A_IMPLEMENTATION_REPORT.md","MOVE","HIGH_REFERENCE_RISK","KEEP_CURRENT_PATH","BLOCKS_OPS005_ONLY","NO","YES","NO","NO","YES","YES","Permanecer no caminho atual (MIXED_REFERENCE); risco HIGH_REFERENCE_RISK afeta mudança física futura e exige mapa, atualização e validação de referências antes da OPS-005, mas não bloqueia consolidação documental seletiva."
"DEC-0076","INV-0128","SPR008B_IMPLEMENTATION_REPORT.md","MOVE","HIGH_REFERENCE_RISK","KEEP_CURRENT_PATH","BLOCKS_OPS005_ONLY","NO","YES","NO","NO","YES","YES","Permanecer no caminho atual (MIXED_REFERENCE); risco HIGH_REFERENCE_RISK afeta mudança física futura e exige mapa, atualização e validação de referências antes da OPS-005, mas não bloqueia consolidação documental seletiva."
"DEC-0077","INV-0129","SPR008C_IMPLEMENTATION_REPORT.md","MOVE","HIGH_REFERENCE_RISK","KEEP_CURRENT_PATH","BLOCKS_OPS005_ONLY","NO","YES","NO","NO","YES","YES","Permanecer no caminho atual (MIXED_REFERENCE); risco HIGH_REFERENCE_RISK afeta mudança física futura e exige mapa, atualização e validação de referências antes da OPS-005, mas não bloqueia consolidação documental seletiva."
"DEC-0078","INV-0130","SPR008D_IMPLEMENTATION_REPORT.md","MOVE","HIGH_REFERENCE_RISK","KEEP_CURRENT_PATH","BLOCKS_OPS005_ONLY","NO","YES","NO","NO","YES","YES","Permanecer no caminho atual (MIXED_REFERENCE); risco HIGH_REFERENCE_RISK afeta mudança física futura e exige mapa, atualização e validação de referências antes da OPS-005, mas não bloqueia consolidação documental seletiva."
"DEC-0079","INV-0131","SPR008E_IMPLEMENTATION_REPORT.md","MOVE","HIGH_REFERENCE_RISK","KEEP_CURRENT_PATH","BLOCKS_OPS005_ONLY","NO","YES","NO","NO","YES","YES","Permanecer no caminho atual (MIXED_REFERENCE); risco HIGH_REFERENCE_RISK afeta mudança física futura e exige mapa, atualização e validação de referências antes da OPS-005, mas não bloqueia consolidação documental seletiva."
"DEC-0080","INV-0132","SPR008F_IMPLEMENTATION_REPORT.md","MOVE","HIGH_REFERENCE_RISK","KEEP_CURRENT_PATH","BLOCKS_OPS005_ONLY","NO","YES","NO","NO","YES","YES","Permanecer no caminho atual (MIXED_REFERENCE); risco HIGH_REFERENCE_RISK afeta mudança física futura e exige mapa, atualização e validação de referências antes da OPS-005, mas não bloqueia consolidação documental seletiva."
"DEC-0081","INV-0133","SPR008G_IMPLEMENTATION_REPORT.md","MOVE","HIGH_REFERENCE_RISK","KEEP_CURRENT_PATH","BLOCKS_OPS005_ONLY","NO","YES","NO","NO","YES","YES","Permanecer no caminho atual (MIXED_REFERENCE); risco HIGH_REFERENCE_RISK afeta mudança física futura e exige mapa, atualização e validação de referências antes da OPS-005, mas não bloqueia consolidação documental seletiva."
"DEC-0082","INV-0134","SPR008H_IMPLEMENTATION_REPORT.md","MOVE","HIGH_REFERENCE_RISK","KEEP_CURRENT_PATH","BLOCKS_OPS005_ONLY","NO","YES","NO","NO","YES","YES","Permanecer no caminho atual (MIXED_REFERENCE); risco HIGH_REFERENCE_RISK afeta mudança física futura e exige mapa, atualização e validação de referências antes da OPS-005, mas não bloqueia consolidação documental seletiva."
"DEC-0083","INV-0135","SPR008I_IMPLEMENTATION_REPORT.md","MOVE","HIGH_REFERENCE_RISK","KEEP_CURRENT_PATH","BLOCKS_OPS005_ONLY","NO","YES","NO","NO","YES","YES","Permanecer no caminho atual (MIXED_REFERENCE); risco HIGH_REFERENCE_RISK afeta mudança física futura e exige mapa, atualização e validação de referências antes da OPS-005, mas não bloqueia consolidação documental seletiva."
"DEC-0084","INV-0136","SPR008J_IMPLEMENTATION_REPORT.md","MOVE","HIGH_REFERENCE_RISK","KEEP_CURRENT_PATH","BLOCKS_OPS005_ONLY","NO","YES","NO","NO","YES","YES","Permanecer no caminho atual (MIXED_REFERENCE); risco HIGH_REFERENCE_RISK afeta mudança física futura e exige mapa, atualização e validação de referências antes da OPS-005, mas não bloqueia consolidação documental seletiva."
"DEC-0085","INV-0137","SPR008K_IMPLEMENTATION_REPORT.md","MOVE","HIGH_REFERENCE_RISK","KEEP_CURRENT_PATH","BLOCKS_OPS005_ONLY","NO","YES","NO","NO","YES","YES","Permanecer no caminho atual (MIXED_REFERENCE); risco HIGH_REFERENCE_RISK afeta mudança física futura e exige mapa, atualização e validação de referências antes da OPS-005, mas não bloqueia consolidação documental seletiva."
"DEC-0086","INV-0138","SPR008L_IMPLEMENTATION_REPORT.md","MOVE","HIGH_REFERENCE_RISK","KEEP_CURRENT_PATH","BLOCKS_OPS005_ONLY","NO","YES","NO","NO","YES","YES","Permanecer no caminho atual (MIXED_REFERENCE); risco HIGH_REFERENCE_RISK afeta mudança física futura e exige mapa, atualização e validação de referências antes da OPS-005, mas não bloqueia consolidação documental seletiva."
"DEC-0087","INV-0139","SPR008M_IMPLEMENTATION_REPORT.md","MOVE","HIGH_REFERENCE_RISK","KEEP_CURRENT_PATH","BLOCKS_OPS005_ONLY","NO","YES","NO","NO","YES","YES","Permanecer no caminho atual (MIXED_REFERENCE); risco HIGH_REFERENCE_RISK afeta mudança física futura e exige mapa, atualização e validação de referências antes da OPS-005, mas não bloqueia consolidação documental seletiva."
"DEC-0088","INV-0140","SPR008N_IMPLEMENTATION_REPORT.md","MOVE","HIGH_REFERENCE_RISK","KEEP_CURRENT_PATH","BLOCKS_OPS005_ONLY","NO","YES","NO","NO","YES","YES","Permanecer no caminho atual (MIXED_REFERENCE); risco HIGH_REFERENCE_RISK afeta mudança física futura e exige mapa, atualização e validação de referências antes da OPS-005, mas não bloqueia consolidação documental seletiva."
"DEC-0089","INV-0141","SPR008O_IMPLEMENTATION_REPORT.md","MOVE","HIGH_REFERENCE_RISK","KEEP_CURRENT_PATH","BLOCKS_OPS005_ONLY","NO","YES","NO","NO","YES","YES","Permanecer no caminho atual (MIXED_REFERENCE); risco HIGH_REFERENCE_RISK afeta mudança física futura e exige mapa, atualização e validação de referências antes da OPS-005, mas não bloqueia consolidação documental seletiva."
"DEC-0090","INV-0142","SPR008OA_IMPLEMENTATION_REPORT.md","MOVE","HIGH_REFERENCE_RISK","KEEP_CURRENT_PATH","BLOCKS_OPS005_ONLY","NO","YES","NO","NO","YES","YES","Permanecer no caminho atual (MIXED_REFERENCE); risco HIGH_REFERENCE_RISK afeta mudança física futura e exige mapa, atualização e validação de referências antes da OPS-005, mas não bloqueia consolidação documental seletiva."
"DEC-0091","INV-0143","SPR008P_IMPLEMENTATION_REPORT.md","MOVE","HIGH_REFERENCE_RISK","KEEP_CURRENT_PATH","BLOCKS_OPS005_ONLY","NO","YES","NO","NO","YES","YES","Permanecer no caminho atual (MIXED_REFERENCE); risco HIGH_REFERENCE_RISK afeta mudança física futura e exige mapa, atualização e validação de referências antes da OPS-005, mas não bloqueia consolidação documental seletiva."
"DEC-0092","INV-0144","SPR008Q_IMPLEMENTATION_REPORT.md","MOVE","HIGH_REFERENCE_RISK","KEEP_CURRENT_PATH","BLOCKS_OPS005_ONLY","NO","YES","NO","NO","YES","YES","Permanecer no caminho atual (MIXED_REFERENCE); risco HIGH_REFERENCE_RISK afeta mudança física futura e exige mapa, atualização e validação de referências antes da OPS-005, mas não bloqueia consolidação documental seletiva."
"DEC-0093","INV-0145","SPR008R_IMPLEMENTATION_REPORT.md","MOVE","HIGH_REFERENCE_RISK","KEEP_CURRENT_PATH","BLOCKS_OPS005_ONLY","NO","YES","NO","NO","YES","YES","Permanecer no caminho atual (MIXED_REFERENCE); risco HIGH_REFERENCE_RISK afeta mudança física futura e exige mapa, atualização e validação de referências antes da OPS-005, mas não bloqueia consolidação documental seletiva."
"DEC-0094","INV-0146","SPR008S_IMPLEMENTATION_REPORT.md","MOVE","HIGH_REFERENCE_RISK","KEEP_CURRENT_PATH","BLOCKS_OPS005_ONLY","NO","YES","NO","NO","YES","YES","Permanecer no caminho atual (MIXED_REFERENCE); risco HIGH_REFERENCE_RISK afeta mudança física futura e exige mapa, atualização e validação de referências antes da OPS-005, mas não bloqueia consolidação documental seletiva."
"DEC-0095","INV-0147","SPR008T_IMPLEMENTATION_REPORT.md","MOVE","HIGH_REFERENCE_RISK","KEEP_CURRENT_PATH","BLOCKS_OPS005_ONLY","NO","YES","NO","NO","YES","YES","Permanecer no caminho atual (MIXED_REFERENCE); risco HIGH_REFERENCE_RISK afeta mudança física futura e exige mapa, atualização e validação de referências antes da OPS-005, mas não bloqueia consolidação documental seletiva."
"DEC-0096","INV-0148","SPR008U_IMPLEMENTATION_REPORT.md","MOVE","HIGH_REFERENCE_RISK","KEEP_CURRENT_PATH","BLOCKS_OPS005_ONLY","NO","YES","NO","NO","YES","YES","Permanecer no caminho atual (MIXED_REFERENCE); risco HIGH_REFERENCE_RISK afeta mudança física futura e exige mapa, atualização e validação de referências antes da OPS-005, mas não bloqueia consolidação documental seletiva."
"DEC-0097","INV-0149","SPR008V_IMPLEMENTATION_REPORT.md","MOVE","HIGH_REFERENCE_RISK","KEEP_CURRENT_PATH","BLOCKS_OPS005_ONLY","NO","YES","NO","NO","YES","YES","Permanecer no caminho atual (MIXED_REFERENCE); risco HIGH_REFERENCE_RISK afeta mudança física futura e exige mapa, atualização e validação de referências antes da OPS-005, mas não bloqueia consolidação documental seletiva."
"DEC-0098","INV-0150","SPR008W_IMPLEMENTATION_REPORT.md","MOVE","HIGH_REFERENCE_RISK","KEEP_CURRENT_PATH","BLOCKS_OPS005_ONLY","NO","YES","NO","NO","YES","YES","Permanecer no caminho atual (MIXED_REFERENCE); risco HIGH_REFERENCE_RISK afeta mudança física futura e exige mapa, atualização e validação de referências antes da OPS-005, mas não bloqueia consolidação documental seletiva."
"DEC-0099","INV-0151","SPR009_ARCHITECTURE_CERTIFICATION_REPORT.md","MOVE","HIGH_REFERENCE_RISK","KEEP_CURRENT_PATH","BLOCKS_OPS005_ONLY","NO","YES","NO","NO","YES","YES","Permanecer no caminho atual (MIXED_REFERENCE); risco HIGH_REFERENCE_RISK afeta mudança física futura e exige mapa, atualização e validação de referências antes da OPS-005, mas não bloqueia consolidação documental seletiva."
"DEC-0100","INV-0152","SPR009_IMPLEMENTATION_REPORT.md","MOVE","HIGH_REFERENCE_RISK","KEEP_CURRENT_PATH","BLOCKS_OPS005_ONLY","NO","YES","NO","NO","YES","YES","Permanecer no caminho atual (MIXED_REFERENCE); risco HIGH_REFERENCE_RISK afeta mudança física futura e exige mapa, atualização e validação de referências antes da OPS-005, mas não bloqueia consolidação documental seletiva."
"DEC-0101","INV-0153","SPR009A_IMPLEMENTATION_REPORT.md","MOVE","HIGH_REFERENCE_RISK","KEEP_CURRENT_PATH","BLOCKS_OPS005_ONLY","NO","YES","NO","NO","YES","YES","Permanecer no caminho atual (MIXED_REFERENCE); risco HIGH_REFERENCE_RISK afeta mudança física futura e exige mapa, atualização e validação de referências antes da OPS-005, mas não bloqueia consolidação documental seletiva."
"DEC-0102","INV-0154","SPR010_IMPLEMENTATION_REPORT.md","MOVE","HIGH_REFERENCE_RISK","KEEP_CURRENT_PATH","BLOCKS_OPS005_ONLY","NO","YES","NO","NO","YES","YES","Permanecer no caminho atual (MIXED_REFERENCE); risco HIGH_REFERENCE_RISK afeta mudança física futura e exige mapa, atualização e validação de referências antes da OPS-005, mas não bloqueia consolidação documental seletiva."
"DEC-0103","INV-0155","SPR011_IMPLEMENTATION_REPORT.md","MOVE","HIGH_REFERENCE_RISK","KEEP_CURRENT_PATH","BLOCKS_OPS005_ONLY","NO","YES","NO","NO","YES","YES","Permanecer no caminho atual (MIXED_REFERENCE); risco HIGH_REFERENCE_RISK afeta mudança física futura e exige mapa, atualização e validação de referências antes da OPS-005, mas não bloqueia consolidação documental seletiva."
"DEC-0104","INV-0156","SPR012_IMPLEMENTATION_REPORT.md","MOVE","HIGH_REFERENCE_RISK","KEEP_CURRENT_PATH","BLOCKS_OPS005_ONLY","NO","YES","NO","NO","YES","YES","Permanecer no caminho atual (MIXED_REFERENCE); risco HIGH_REFERENCE_RISK afeta mudança física futura e exige mapa, atualização e validação de referências antes da OPS-005, mas não bloqueia consolidação documental seletiva."
"DEC-0105","INV-0157","SPR013_IMPLEMENTATION_REPORT.md","MOVE","HIGH_REFERENCE_RISK","KEEP_CURRENT_PATH","BLOCKS_OPS005_ONLY","NO","YES","NO","NO","YES","YES","Permanecer no caminho atual (MIXED_REFERENCE); risco HIGH_REFERENCE_RISK afeta mudança física futura e exige mapa, atualização e validação de referências antes da OPS-005, mas não bloqueia consolidação documental seletiva."
"DEC-0106","INV-0158","SPR014_IMPLEMENTATION_REPORT.md","MOVE","HIGH_REFERENCE_RISK","KEEP_CURRENT_PATH","BLOCKS_OPS005_ONLY","NO","YES","NO","NO","YES","YES","Permanecer no caminho atual (MIXED_REFERENCE); risco HIGH_REFERENCE_RISK afeta mudança física futura e exige mapa, atualização e validação de referências antes da OPS-005, mas não bloqueia consolidação documental seletiva."
"DEC-0107","INV-0159","SPR015_IMPLEMENTATION_REPORT.md","MOVE","HIGH_REFERENCE_RISK","KEEP_CURRENT_PATH","BLOCKS_OPS005_ONLY","NO","YES","NO","NO","YES","YES","Permanecer no caminho atual (MIXED_REFERENCE); risco HIGH_REFERENCE_RISK afeta mudança física futura e exige mapa, atualização e validação de referências antes da OPS-005, mas não bloqueia consolidação documental seletiva."
"DEC-0108","INV-0160","SPR016_IMPLEMENTATION_REPORT.md","MOVE","HIGH_REFERENCE_RISK","KEEP_CURRENT_PATH","BLOCKS_OPS005_ONLY","NO","YES","NO","NO","YES","YES","Permanecer no caminho atual (MIXED_REFERENCE); risco HIGH_REFERENCE_RISK afeta mudança física futura e exige mapa, atualização e validação de referências antes da OPS-005, mas não bloqueia consolidação documental seletiva."
"DEC-0109","INV-0161","SPR016_PREIMPLEMENTATION_ARCHITECTURE_AUDIT.md","MOVE","HIGH_REFERENCE_RISK","KEEP_CURRENT_PATH","BLOCKS_OPS005_ONLY","NO","YES","NO","NO","YES","YES","Permanecer no caminho atual (MIXED_REFERENCE); risco HIGH_REFERENCE_RISK afeta mudança física futura e exige mapa, atualização e validação de referências antes da OPS-005, mas não bloqueia consolidação documental seletiva."
"DEC-0110","INV-0162","SPR017_HOMOLOGATION_REPORT.md","MOVE","HIGH_REFERENCE_RISK","KEEP_CURRENT_PATH","BLOCKS_OPS005_ONLY","NO","YES","NO","NO","YES","YES","Permanecer no caminho atual (MIXED_REFERENCE); risco HIGH_REFERENCE_RISK afeta mudança física futura e exige mapa, atualização e validação de referências antes da OPS-005, mas não bloqueia consolidação documental seletiva."
"DEC-0111","INV-0163","SPR017_IMPLEMENTATION_REPORT.md","MOVE","HIGH_REFERENCE_RISK","KEEP_CURRENT_PATH","BLOCKS_OPS005_ONLY","NO","YES","NO","NO","YES","YES","Permanecer no caminho atual (MIXED_REFERENCE); risco HIGH_REFERENCE_RISK afeta mudança física futura e exige mapa, atualização e validação de referências antes da OPS-005, mas não bloqueia consolidação documental seletiva."
"DEC-0112","INV-0164","SPR017_PREIMPLEMENTATION_ARCHITECTURE_AUDIT.md","MOVE","HIGH_REFERENCE_RISK","KEEP_CURRENT_PATH","BLOCKS_OPS005_ONLY","NO","YES","NO","NO","YES","YES","Permanecer no caminho atual (MIXED_REFERENCE); risco HIGH_REFERENCE_RISK afeta mudança física futura e exige mapa, atualização e validação de referências antes da OPS-005, mas não bloqueia consolidação documental seletiva."
"DEC-0113","INV-0165","SPR017_TECHNICAL_SPECIFICATION.md","MOVE","HIGH_REFERENCE_RISK","KEEP_CURRENT_PATH","BLOCKS_OPS005_ONLY","NO","YES","NO","NO","YES","YES","Permanecer no caminho atual (MIXED_REFERENCE); risco HIGH_REFERENCE_RISK afeta mudança física futura e exige mapa, atualização e validação de referências antes da OPS-005, mas não bloqueia consolidação documental seletiva."
"DEC-0114","INV-0166","SPR017_TECHNICAL_SPECIFICATION_AUDIT.md","MOVE","HIGH_REFERENCE_RISK","KEEP_CURRENT_PATH","BLOCKS_OPS005_ONLY","NO","YES","NO","NO","YES","YES","Permanecer no caminho atual (MIXED_REFERENCE); risco HIGH_REFERENCE_RISK afeta mudança física futura e exige mapa, atualização e validação de referências antes da OPS-005, mas não bloqueia consolidação documental seletiva."
"DEC-0115","INV-0167","SPR017E_NOVA_AUDITORIA_FORMAL.md","MOVE","HIGH_REFERENCE_RISK","KEEP_CURRENT_PATH","BLOCKS_OPS005_ONLY","NO","YES","NO","NO","YES","YES","Permanecer no caminho atual (MIXED_REFERENCE); risco HIGH_REFERENCE_RISK afeta mudança física futura e exige mapa, atualização e validação de referências antes da OPS-005, mas não bloqueia consolidação documental seletiva."
"DEC-0116","INV-0168","SPR017G_VERIFICACAO_FINAL.md","MOVE","HIGH_REFERENCE_RISK","KEEP_CURRENT_PATH","BLOCKS_OPS005_ONLY","NO","YES","NO","NO","YES","YES","Permanecer no caminho atual (MIXED_REFERENCE); risco HIGH_REFERENCE_RISK afeta mudança física futura e exige mapa, atualização e validação de referências antes da OPS-005, mas não bloqueia consolidação documental seletiva."
"DEC-0117","INV-0169","SPR018_DISCOVERY_AND_SCOPE.md","MOVE","HIGH_REFERENCE_RISK","KEEP_CURRENT_PATH","BLOCKS_OPS005_ONLY","NO","YES","NO","NO","YES","YES","Permanecer no caminho atual (MIXED_REFERENCE); risco HIGH_REFERENCE_RISK afeta mudança física futura e exige mapa, atualização e validação de referências antes da OPS-005, mas não bloqueia consolidação documental seletiva."
"DEC-0118","INV-0170","src/cko.egg-info/dependency_links.txt","IGNORE_GENERATED","MEDIUM_REFERENCE_RISK","NOT_RELEVANT_TO_CURRENT_CONSOLIDATION","INFORMATIONAL_ONLY","NO","NO","NO","NO","NO","YES","Artefato gerado; excluir da REL-001 e decidir política de ignore em operação própria, sem remoção nesta revisão."
"DEC-0119","INV-0171","src/cko.egg-info/PKG-INFO","IGNORE_GENERATED","MEDIUM_REFERENCE_RISK","NOT_RELEVANT_TO_CURRENT_CONSOLIDATION","INFORMATIONAL_ONLY","NO","NO","NO","NO","NO","YES","Artefato gerado; excluir da REL-001 e decidir política de ignore em operação própria, sem remoção nesta revisão."
"DEC-0120","INV-0172","src/cko.egg-info/SOURCES.txt","IGNORE_GENERATED","MEDIUM_REFERENCE_RISK","NOT_RELEVANT_TO_CURRENT_CONSOLIDATION","INFORMATIONAL_ONLY","NO","NO","NO","NO","NO","YES","Artefato gerado; excluir da REL-001 e decidir política de ignore em operação própria, sem remoção nesta revisão."
"DEC-0121","INV-0173","src/cko.egg-info/top_level.txt","IGNORE_GENERATED","MEDIUM_REFERENCE_RISK","NOT_RELEVANT_TO_CURRENT_CONSOLIDATION","INFORMATIONAL_ONLY","NO","NO","NO","NO","NO","YES","Artefato gerado; excluir da REL-001 e decidir política de ignore em operação própria, sem remoção nesta revisão."
"DEC-0122","INV-0174","src/main.py.txt","HOLD","MEDIUM_REFERENCE_RISK","HOLD","BLOCKS_OPS005_ONLY; NON_BLOCKING_TECHNICAL_DEBT","NO","YES","NO","NO","YES","YES","HOLD institucional mantido (PATH_REFERENCED); liberar somente após decisão humana sobre autoridade, retenção, custódia, segurança e consumidores aplicáveis. Isolável da REL-001."
