file,line,spaces,tabs,logical,previous,next,type,effect,sha256,classification
docs/sprints/SPR-018_P-018-01_DIAG-001_CKO_CORE_IMPORT_REPORT.md,140,2,0,`CKO_ROOT_IMPORT: IMPORT_OK`,,`CKO_CORE_IMPORT: IMPORT_OK`,md,removal changes Markdown hard break to a soft break,49625c5f83f1024aca1f454797806c8957f320172006148da8af9cbe298906e8,MARKDOWN_INTENTIONAL_HARD_BREAK
docs/sprints/SPR-018_P-018-01_DIAG-001_CKO_CORE_IMPORT_REPORT.md,141,2,0,`CKO_CORE_IMPORT: IMPORT_OK`,`CKO_ROOT_IMPORT: IMPORT_OK`,`CKO_CORE_IMPORT_DURATION: 2.252694–2.647260 s internos; 2.401444–2.789691 s de parede nas três repetições formais`,md,removal changes Markdown hard break to a soft break,49625c5f83f1024aca1f454797806c8957f320172006148da8af9cbe298906e8,MARKDOWN_INTENTIONAL_HARD_BREAK
docs/sprints/SPR-018_P-018-01_DIAG-001_CKO_CORE_IMPORT_REPORT.md,142,2,0,`CKO_CORE_IMPORT_DURATION: 2.252694–2.647260 s internos; 2.401444–2.789691 s de parede nas três repetições formais`,`CKO_CORE_IMPORT: IMPORT_OK`,`LAST_CONFIRMED_IMPORT: cko.core.provenance; depois cko.core concluiu`,md,removal changes Markdown hard break to a soft break,49625c5f83f1024aca1f454797806c8957f320172006148da8af9cbe298906e8,MARKDOWN_INTENTIONAL_HARD_BREAK
docs/sprints/SPR-018_P-018-01_DIAG-001_CKO_CORE_IMPORT_REPORT.md,143,2,0,`LAST_CONFIRMED_IMPORT: cko.core.provenance; depois cko.core concluiu`,`CKO_CORE_IMPORT_DURATION: 2.252694–2.647260 s internos; 2.401444–2.789691 s de parede nas três repetições formais`,`SLOWEST_IMPORT: cko.core.discovery (577.553 µs cumulativos); cko.core.index.models (30.605 µs próprios)`,md,removal changes Markdown hard break to a soft break,49625c5f83f1024aca1f454797806c8957f320172006148da8af9cbe298906e8,MARKDOWN_INTENTIONAL_HARD_BREAK
docs/sprints/SPR-018_P-018-01_DIAG-001_CKO_CORE_IMPORT_REPORT.md,144,2,0,`SLOWEST_IMPORT: cko.core.discovery (577.553 µs cumulativos); cko.core.index.models (30.605 µs próprios)`,`LAST_CONFIRMED_IMPORT: cko.core.provenance; depois cko.core concluiu`,`IMPORT_TIMEOUT_REPRODUCED: NO`,md,removal changes Markdown hard break to a soft break,49625c5f83f1024aca1f454797806c8957f320172006148da8af9cbe298906e8,MARKDOWN_INTENTIONAL_HARD_BREAK
docs/sprints/SPR-018_P-018-01_DIAG-001_CKO_CORE_IMPORT_REPORT.md,145,2,0,`IMPORT_TIMEOUT_REPRODUCED: NO`,`SLOWEST_IMPORT: cko.core.discovery (577.553 µs cumulativos); cko.core.index.models (30.605 µs próprios)`,`STACK_CAPTURED: YES`,md,removal changes Markdown hard break to a soft break,49625c5f83f1024aca1f454797806c8957f320172006148da8af9cbe298906e8,MARKDOWN_INTENTIONAL_HARD_BREAK
docs/sprints/SPR-018_P-018-01_DIAG-001_CKO_CORE_IMPORT_REPORT.md,146,2,0,`STACK_CAPTURED: YES`,`IMPORT_TIMEOUT_REPRODUCED: NO`,`ROOT_CAUSE_CLASSIFICATION: EXECUTOR_TIMEOUT_ARTIFACT`,md,removal changes Markdown hard break to a soft break,49625c5f83f1024aca1f454797806c8957f320172006148da8af9cbe298906e8,MARKDOWN_INTENTIONAL_HARD_BREAK
docs/sprints/SPR-018_P-018-01_DIAG-001_CKO_CORE_IMPORT_REPORT.md,147,2,0,`ROOT_CAUSE_CLASSIFICATION: EXECUTOR_TIMEOUT_ARTIFACT`,`STACK_CAPTURED: YES`,`P_018_01_CAUSAL_RELATION: NO`,md,removal changes Markdown hard break to a soft break,49625c5f83f1024aca1f454797806c8957f320172006148da8af9cbe298906e8,MARKDOWN_INTENTIONAL_HARD_BREAK
docs/sprints/SPR-018_P-018-01_DIAG-001_CKO_CORE_IMPORT_REPORT.md,148,2,0,`P_018_01_CAUSAL_RELATION: NO`,`ROOT_CAUSE_CLASSIFICATION: EXECUTOR_TIMEOUT_ARTIFACT`,`PROJECT_CODE_CHANGE_REQUIRED: NO`,md,removal changes Markdown hard break to a soft break,49625c5f83f1024aca1f454797806c8957f320172006148da8af9cbe298906e8,MARKDOWN_INTENTIONAL_HARD_BREAK
docs/sprints/SPR-018_P-018-01_DIAG-001_CKO_CORE_IMPORT_REPORT.md,149,2,0,`PROJECT_CODE_CHANGE_REQUIRED: NO`,`P_018_01_CAUSAL_RELATION: NO`,`DEPENDENCY_CHANGE_REQUIRED: NO`,md,removal changes Markdown hard break to a soft break,49625c5f83f1024aca1f454797806c8957f320172006148da8af9cbe298906e8,MARKDOWN_INTENTIONAL_HARD_BREAK
docs/sprints/SPR-018_P-018-01_DIAG-001_CKO_CORE_IMPORT_REPORT.md,150,2,0,`DEPENDENCY_CHANGE_REQUIRED: NO`,`PROJECT_CODE_CHANGE_REQUIRED: NO`,`ENVIRONMENT_CHANGE_REQUIRED: NO`,md,removal changes Markdown hard break to a soft break,49625c5f83f1024aca1f454797806c8957f320172006148da8af9cbe298906e8,MARKDOWN_INTENTIONAL_HARD_BREAK
docs/sprints/SPR-018_P-018-01_DIAG-001_CKO_CORE_IMPORT_REPORT.md,151,2,0,`ENVIRONMENT_CHANGE_REQUIRED: NO`,`DEPENDENCY_CHANGE_REQUIRED: NO`,`P1_R17_REPLAY_RECOMMENDED: YES`,md,removal changes Markdown hard break to a soft break,49625c5f83f1024aca1f454797806c8957f320172006148da8af9cbe298906e8,MARKDOWN_INTENTIONAL_HARD_BREAK
docs/sprints/SPR-018_P-018-01_DIAG-001_CKO_CORE_IMPORT_REPORT.md,152,2,0,`P1_R17_REPLAY_RECOMMENDED: YES`,`ENVIRONMENT_CHANGE_REQUIRED: NO`,`P_018_02_AUTHORIZED: NO`,md,removal changes Markdown hard break to a soft break,49625c5f83f1024aca1f454797806c8957f320172006148da8af9cbe298906e8,MARKDOWN_INTENTIONAL_HARD_BREAK
docs/sprints/SPR-018_P-018-01_P1-R17_ENV-002D_FINAL_VALIDATION_REPORT.md,3,2,0,**Date:** 2026-08-13,,**Operation:** ENV-002D — P1-R17 Final Validation Replay,md,removal changes Markdown hard break to a soft break,211ea1c09bcd87f971b42689e0a016975851a1e3a51270fb90d6bdfb26d0f3a0,MARKDOWN_INTENTIONAL_HARD_BREAK
docs/sprints/SPR-018_P-018-01_P1-R17_ENV-002D_FINAL_VALIDATION_REPORT.md,4,2,0,**Operation:** ENV-002D — P1-R17 Final Validation Replay,**Date:** 2026-08-13,**Verdict:** `P1-R17 FAILED — P-018-01 REQUIRES TECHNICAL REVIEW`,md,removal changes Markdown hard break to a soft break,211ea1c09bcd87f971b42689e0a016975851a1e3a51270fb90d6bdfb26d0f3a0,MARKDOWN_INTENTIONAL_HARD_BREAK
docs/sprints/SPR-018_P-018-01_P1-R17_ENV-002D_FINAL_VALIDATION_REPORT.md,138,2,0,`PYTHON_3_13_VALIDATED: YES`,,`CKO_ROOT_IMPORT: IMPORT_OK`,md,removal changes Markdown hard break to a soft break,211ea1c09bcd87f971b42689e0a016975851a1e3a51270fb90d6bdfb26d0f3a0,MARKDOWN_INTENTIONAL_HARD_BREAK
docs/sprints/SPR-018_P-018-01_P1-R17_ENV-002D_FINAL_VALIDATION_REPORT.md,139,2,0,`CKO_ROOT_IMPORT: IMPORT_OK`,`PYTHON_3_13_VALIDATED: YES`,`CKO_CORE_IMPORT: IMPORT_OK`,md,removal changes Markdown hard break to a soft break,211ea1c09bcd87f971b42689e0a016975851a1e3a51270fb90d6bdfb26d0f3a0,MARKDOWN_INTENTIONAL_HARD_BREAK
docs/sprints/SPR-018_P-018-01_P1-R17_ENV-002D_FINAL_VALIDATION_REPORT.md,140,2,0,`CKO_CORE_IMPORT: IMPORT_OK`,`CKO_ROOT_IMPORT: IMPORT_OK`,`CKO_CORE_IMPORT_DURATION: 2.468840 s`,md,removal changes Markdown hard break to a soft break,211ea1c09bcd87f971b42689e0a016975851a1e3a51270fb90d6bdfb26d0f3a0,MARKDOWN_INTENTIONAL_HARD_BREAK
docs/sprints/SPR-018_P-018-01_P1-R17_ENV-002D_FINAL_VALIDATION_REPORT.md,141,2,0,`CKO_CORE_IMPORT_DURATION: 2.468840 s`,`CKO_CORE_IMPORT: IMPORT_OK`,`ENVIRONMENT_SMOKE: PASS`,md,removal changes Markdown hard break to a soft break,211ea1c09bcd87f971b42689e0a016975851a1e3a51270fb90d6bdfb26d0f3a0,MARKDOWN_INTENTIONAL_HARD_BREAK
docs/sprints/SPR-018_P-018-01_P1-R17_ENV-002D_FINAL_VALIDATION_REPORT.md,142,2,0,`ENVIRONMENT_SMOKE: PASS`,`CKO_CORE_IMPORT_DURATION: 2.468840 s`,`DEDICATED_TESTS: PASS — 22/22`,md,removal changes Markdown hard break to a soft break,211ea1c09bcd87f971b42689e0a016975851a1e3a51270fb90d6bdfb26d0f3a0,MARKDOWN_INTENTIONAL_HARD_BREAK
docs/sprints/SPR-018_P-018-01_P1-R17_ENV-002D_FINAL_VALIDATION_REPORT.md,143,2,0,`DEDICATED_TESTS: PASS — 22/22`,`ENVIRONMENT_SMOKE: PASS`,"`FULL_REGRESSION: FAIL — 948 passed, 4 failed`",md,removal changes Markdown hard break to a soft break,211ea1c09bcd87f971b42689e0a016975851a1e3a51270fb90d6bdfb26d0f3a0,MARKDOWN_INTENTIONAL_HARD_BREAK
docs/sprints/SPR-018_P-018-01_P1-R17_ENV-002D_FINAL_VALIDATION_REPORT.md,144,2,0,"`FULL_REGRESSION: FAIL — 948 passed, 4 failed`",`DEDICATED_TESTS: PASS — 22/22`,`SDK_VERSION: 1.0.0`,md,removal changes Markdown hard break to a soft break,211ea1c09bcd87f971b42689e0a016975851a1e3a51270fb90d6bdfb26d0f3a0,MARKDOWN_INTENTIONAL_HARD_BREAK
docs/sprints/SPR-018_P-018-01_P1-R17_ENV-002D_FINAL_VALIDATION_REPORT.md,145,2,0,`SDK_VERSION: 1.0.0`,"`FULL_REGRESSION: FAIL — 948 passed, 4 failed`",`PUBLIC_API_COUNTS: 646 / 646 / 646`,md,removal changes Markdown hard break to a soft break,211ea1c09bcd87f971b42689e0a016975851a1e3a51270fb90d6bdfb26d0f3a0,MARKDOWN_INTENTIONAL_HARD_BREAK
docs/sprints/SPR-018_P-018-01_P1-R17_ENV-002D_FINAL_VALIDATION_REPORT.md,146,2,0,`PUBLIC_API_COUNTS: 646 / 646 / 646`,`SDK_VERSION: 1.0.0`,`PUBLIC_API_FINGERPRINT: d47d3fea99b5773ec2eb97fce56d8f542211fb3104951f61b93f5265b16f9232`,md,removal changes Markdown hard break to a soft break,211ea1c09bcd87f971b42689e0a016975851a1e3a51270fb90d6bdfb26d0f3a0,MARKDOWN_INTENTIONAL_HARD_BREAK
docs/sprints/SPR-018_P-018-01_P1-R17_ENV-002D_FINAL_VALIDATION_REPORT.md,147,2,0,`PUBLIC_API_FINGERPRINT: d47d3fea99b5773ec2eb97fce56d8f542211fb3104951f61b93f5265b16f9232`,`PUBLIC_API_COUNTS: 646 / 646 / 646`,`WHEEL_BUILD: NOT EXECUTED — PRECONDITION FAILED`,md,removal changes Markdown hard break to a soft break,211ea1c09bcd87f971b42689e0a016975851a1e3a51270fb90d6bdfb26d0f3a0,MARKDOWN_INTENTIONAL_HARD_BREAK
docs/sprints/SPR-018_P-018-01_P1-R17_ENV-002D_FINAL_VALIDATION_REPORT.md,148,2,0,`WHEEL_BUILD: NOT EXECUTED — PRECONDITION FAILED`,`PUBLIC_API_FINGERPRINT: d47d3fea99b5773ec2eb97fce56d8f542211fb3104951f61b93f5265b16f9232`,`WHEEL_SHA256: NOT AVAILABLE`,md,removal changes Markdown hard break to a soft break,211ea1c09bcd87f971b42689e0a016975851a1e3a51270fb90d6bdfb26d0f3a0,MARKDOWN_INTENTIONAL_HARD_BREAK
docs/sprints/SPR-018_P-018-01_P1-R17_ENV-002D_FINAL_VALIDATION_REPORT.md,149,2,0,`WHEEL_SHA256: NOT AVAILABLE`,`WHEEL_BUILD: NOT EXECUTED — PRECONDITION FAILED`,`ISOLATED_WHEEL_REPLAY: NOT EXECUTED`,md,removal changes Markdown hard break to a soft break,211ea1c09bcd87f971b42689e0a016975851a1e3a51270fb90d6bdfb26d0f3a0,MARKDOWN_INTENTIONAL_HARD_BREAK
docs/sprints/SPR-018_P-018-01_P1-R17_ENV-002D_FINAL_VALIDATION_REPORT.md,150,2,0,`ISOLATED_WHEEL_REPLAY: NOT EXECUTED`,`WHEEL_SHA256: NOT AVAILABLE`,`P1_R17_STATUS: FAILED`,md,removal changes Markdown hard break to a soft break,211ea1c09bcd87f971b42689e0a016975851a1e3a51270fb90d6bdfb26d0f3a0,MARKDOWN_INTENTIONAL_HARD_BREAK
docs/sprints/SPR-018_P-018-01_P1-R17_ENV-002D_FINAL_VALIDATION_REPORT.md,151,2,0,`P1_R17_STATUS: FAILED`,`ISOLATED_WHEEL_REPLAY: NOT EXECUTED`,`P_018_01_VALIDATION_STATUS: FAILED`,md,removal changes Markdown hard break to a soft break,211ea1c09bcd87f971b42689e0a016975851a1e3a51270fb90d6bdfb26d0f3a0,MARKDOWN_INTENTIONAL_HARD_BREAK
docs/sprints/SPR-018_P-018-01_P1-R17_ENV-002D_FINAL_VALIDATION_REPORT.md,152,2,0,`P_018_01_VALIDATION_STATUS: FAILED`,`P1_R17_STATUS: FAILED`,`READY_FOR_GIT_CONSOLIDATION: NO`,md,removal changes Markdown hard break to a soft break,211ea1c09bcd87f971b42689e0a016975851a1e3a51270fb90d6bdfb26d0f3a0,MARKDOWN_INTENTIONAL_HARD_BREAK
docs/sprints/SPR-018_P-018-01_P1-R17_ENV-002D_FINAL_VALIDATION_REPORT.md,153,2,0,`READY_FOR_GIT_CONSOLIDATION: NO`,`P_018_01_VALIDATION_STATUS: FAILED`,`PUBLIC_API_IMPACT: NONE`,md,removal changes Markdown hard break to a soft break,211ea1c09bcd87f971b42689e0a016975851a1e3a51270fb90d6bdfb26d0f3a0,MARKDOWN_INTENTIONAL_HARD_BREAK
docs/sprints/SPR-018_P-018-01_P1-R17_ENV-002D_FINAL_VALIDATION_REPORT.md,154,2,0,`PUBLIC_API_IMPACT: NONE`,`READY_FOR_GIT_CONSOLIDATION: NO`,`BREAKING_CHANGE: NO`,md,removal changes Markdown hard break to a soft break,211ea1c09bcd87f971b42689e0a016975851a1e3a51270fb90d6bdfb26d0f3a0,MARKDOWN_INTENTIONAL_HARD_BREAK
docs/sprints/SPR-018_P-018-01_P1-R17_ENV-002D_FINAL_VALIDATION_REPORT.md,155,2,0,`BREAKING_CHANGE: NO`,`PUBLIC_API_IMPACT: NONE`,`P_018_01_CAUSAL_RELATION_TO_PREVIOUS_TIMEOUT: NO`,md,removal changes Markdown hard break to a soft break,211ea1c09bcd87f971b42689e0a016975851a1e3a51270fb90d6bdfb26d0f3a0,MARKDOWN_INTENTIONAL_HARD_BREAK
docs/sprints/SPR-018_P-018-01_P1-R17_ENV-002D_FINAL_VALIDATION_REPORT.md,156,2,0,`P_018_01_CAUSAL_RELATION_TO_PREVIOUS_TIMEOUT: NO`,`BREAKING_CHANGE: NO`,`P_018_02_AUTHORIZED: NO`,md,removal changes Markdown hard break to a soft break,211ea1c09bcd87f971b42689e0a016975851a1e3a51270fb90d6bdfb26d0f3a0,MARKDOWN_INTENTIONAL_HARD_BREAK
docs/sprints/SPR-018_P-018-01_VAL-003_BASELINE_DIFFERENTIAL_REPORT.md,3,2,0,**Date:** 2026-08-13,,**Operation:** VAL-003 — P1-R17 Baseline Differential Regression,md,removal changes Markdown hard break to a soft break,81a69c228c471b765cd519297338aed206ec87fe882486ac8cad49dff1b70d58,MARKDOWN_INTENTIONAL_HARD_BREAK
docs/sprints/SPR-018_P-018-01_VAL-003_BASELINE_DIFFERENTIAL_REPORT.md,4,2,0,**Operation:** VAL-003 — P1-R17 Baseline Differential Regression,**Date:** 2026-08-13,**Verdict:** `VAL-003 COMPLETE — P-018-01 INTRODUCES ZERO NEW REGRESSIONS`,md,removal changes Markdown hard break to a soft break,81a69c228c471b765cd519297338aed206ec87fe882486ac8cad49dff1b70d58,MARKDOWN_INTENTIONAL_HARD_BREAK
docs/sprints/SPR-018_P-018-01_VAL-003_BASELINE_DIFFERENTIAL_REPORT.md,84,2,0,`P_018_01_NEW_REGRESSIONS: 0`,,`P_018_01_CAUSAL_RELATION_TO_FULL_REGRESSION_FAILURES: NO`,md,removal changes Markdown hard break to a soft break,81a69c228c471b765cd519297338aed206ec87fe882486ac8cad49dff1b70d58,MARKDOWN_INTENTIONAL_HARD_BREAK
docs/sprints/SPR-018_P-018-01_VAL-003_BASELINE_DIFFERENTIAL_REPORT.md,123,2,0,`CLEAN_HEAD_TESTS: 930`,,`CLEAN_HEAD_PASSED: 925`,md,removal changes Markdown hard break to a soft break,81a69c228c471b765cd519297338aed206ec87fe882486ac8cad49dff1b70d58,MARKDOWN_INTENTIONAL_HARD_BREAK
docs/sprints/SPR-018_P-018-01_VAL-003_BASELINE_DIFFERENTIAL_REPORT.md,124,2,0,`CLEAN_HEAD_PASSED: 925`,`CLEAN_HEAD_TESTS: 930`,`CLEAN_HEAD_FAILED: 5`,md,removal changes Markdown hard break to a soft break,81a69c228c471b765cd519297338aed206ec87fe882486ac8cad49dff1b70d58,MARKDOWN_INTENTIONAL_HARD_BREAK
docs/sprints/SPR-018_P-018-01_VAL-003_BASELINE_DIFFERENTIAL_REPORT.md,125,2,0,`CLEAN_HEAD_FAILED: 5`,`CLEAN_HEAD_PASSED: 925`,`FAILURE_1_REPRODUCED: REPRODUCED_IDENTICALLY`,md,removal changes Markdown hard break to a soft break,81a69c228c471b765cd519297338aed206ec87fe882486ac8cad49dff1b70d58,MARKDOWN_INTENTIONAL_HARD_BREAK
docs/sprints/SPR-018_P-018-01_VAL-003_BASELINE_DIFFERENTIAL_REPORT.md,126,2,0,`FAILURE_1_REPRODUCED: REPRODUCED_IDENTICALLY`,`CLEAN_HEAD_FAILED: 5`,`FAILURE_2_REPRODUCED: REPRODUCED_WITH_ENVIRONMENTAL_VARIATION`,md,removal changes Markdown hard break to a soft break,81a69c228c471b765cd519297338aed206ec87fe882486ac8cad49dff1b70d58,MARKDOWN_INTENTIONAL_HARD_BREAK
docs/sprints/SPR-018_P-018-01_VAL-003_BASELINE_DIFFERENTIAL_REPORT.md,127,2,0,`FAILURE_2_REPRODUCED: REPRODUCED_WITH_ENVIRONMENTAL_VARIATION`,`FAILURE_1_REPRODUCED: REPRODUCED_IDENTICALLY`,`FAILURE_3_REPRODUCED: REPRODUCED_WITH_ENVIRONMENTAL_VARIATION`,md,removal changes Markdown hard break to a soft break,81a69c228c471b765cd519297338aed206ec87fe882486ac8cad49dff1b70d58,MARKDOWN_INTENTIONAL_HARD_BREAK
docs/sprints/SPR-018_P-018-01_VAL-003_BASELINE_DIFFERENTIAL_REPORT.md,128,2,0,`FAILURE_3_REPRODUCED: REPRODUCED_WITH_ENVIRONMENTAL_VARIATION`,`FAILURE_2_REPRODUCED: REPRODUCED_WITH_ENVIRONMENTAL_VARIATION`,`FAILURE_4_REPRODUCED: REPRODUCED_WITH_ENVIRONMENTAL_VARIATION`,md,removal changes Markdown hard break to a soft break,81a69c228c471b765cd519297338aed206ec87fe882486ac8cad49dff1b70d58,MARKDOWN_INTENTIONAL_HARD_BREAK
docs/sprints/SPR-018_P-018-01_VAL-003_BASELINE_DIFFERENTIAL_REPORT.md,129,2,0,`FAILURE_4_REPRODUCED: REPRODUCED_WITH_ENVIRONMENTAL_VARIATION`,`FAILURE_3_REPRODUCED: REPRODUCED_WITH_ENVIRONMENTAL_VARIATION`,`P_018_01_NEW_REGRESSIONS: 0`,md,removal changes Markdown hard break to a soft break,81a69c228c471b765cd519297338aed206ec87fe882486ac8cad49dff1b70d58,MARKDOWN_INTENTIONAL_HARD_BREAK
docs/sprints/SPR-018_P-018-01_VAL-003_BASELINE_DIFFERENTIAL_REPORT.md,130,2,0,`P_018_01_NEW_REGRESSIONS: 0`,`FAILURE_4_REPRODUCED: REPRODUCED_WITH_ENVIRONMENTAL_VARIATION`,`P_018_01_CAUSAL_RELATION_TO_FAILURES: NO`,md,removal changes Markdown hard break to a soft break,81a69c228c471b765cd519297338aed206ec87fe882486ac8cad49dff1b70d58,MARKDOWN_INTENTIONAL_HARD_BREAK
docs/sprints/SPR-018_P-018-01_VAL-003_BASELINE_DIFFERENTIAL_REPORT.md,131,2,0,`P_018_01_CAUSAL_RELATION_TO_FAILURES: NO`,`P_018_01_NEW_REGRESSIONS: 0`,`BASELINE_TECHNICAL_DEBT_PRESENT: YES`,md,removal changes Markdown hard break to a soft break,81a69c228c471b765cd519297338aed206ec87fe882486ac8cad49dff1b70d58,MARKDOWN_INTENTIONAL_HARD_BREAK
docs/sprints/SPR-018_P-018-01_VAL-003_BASELINE_DIFFERENTIAL_REPORT.md,132,2,0,`BASELINE_TECHNICAL_DEBT_PRESENT: YES`,`P_018_01_CAUSAL_RELATION_TO_FAILURES: NO`,`P1_R17_WHEEL_REPLAY_CAN_BE_CONSIDERED: YES — SUBJECT TO HUMAN DECISION`,md,removal changes Markdown hard break to a soft break,81a69c228c471b765cd519297338aed206ec87fe882486ac8cad49dff1b70d58,MARKDOWN_INTENTIONAL_HARD_BREAK
docs/sprints/SPR-018_P-018-01_VAL-003_BASELINE_DIFFERENTIAL_REPORT.md,133,2,0,`P1_R17_WHEEL_REPLAY_CAN_BE_CONSIDERED: YES — SUBJECT TO HUMAN DECISION`,`BASELINE_TECHNICAL_DEBT_PRESENT: YES`,`PROJECT_CODE_CHANGE_REQUIRED_FOR_P_018_01: NO`,md,removal changes Markdown hard break to a soft break,81a69c228c471b765cd519297338aed206ec87fe882486ac8cad49dff1b70d58,MARKDOWN_INTENTIONAL_HARD_BREAK
docs/sprints/SPR-018_P-018-01_VAL-003_BASELINE_DIFFERENTIAL_REPORT.md,134,2,0,`PROJECT_CODE_CHANGE_REQUIRED_FOR_P_018_01: NO`,`P1_R17_WHEEL_REPLAY_CAN_BE_CONSIDERED: YES — SUBJECT TO HUMAN DECISION`,`P_018_02_AUTHORIZED: NO`,md,removal changes Markdown hard break to a soft break,81a69c228c471b765cd519297338aed206ec87fe882486ac8cad49dff1b70d58,MARKDOWN_INTENTIONAL_HARD_BREAK
docs/sprints/SPR-018_P-018-01_VAL-004_WHEEL_REPLAY_REPORT.md,3,2,0,**Date:** 2026-08-13,,**Operation:** VAL-004 — P1-R17 Wheel Build and Isolated Replay,md,removal changes Markdown hard break to a soft break,81a63d74781749f5f76d574b87bd9c1e0d090f158c0c4003e51bd35419f0fd23,MARKDOWN_INTENTIONAL_HARD_BREAK
docs/sprints/SPR-018_P-018-01_VAL-004_WHEEL_REPLAY_REPORT.md,4,2,0,**Operation:** VAL-004 — P1-R17 Wheel Build and Isolated Replay,**Date:** 2026-08-13,**Verdict:** `VAL-004 BLOCKED — P-018-01 PACKAGING DECISION REQUIRED`,md,removal changes Markdown hard break to a soft break,81a63d74781749f5f76d574b87bd9c1e0d090f158c0c4003e51bd35419f0fd23,MARKDOWN_INTENTIONAL_HARD_BREAK
docs/sprints/SPR-018_P-018-01_VAL-004_WHEEL_REPLAY_REPORT.md,243,2,0,`WHEEL_BUILD: PASS`,,`WHEEL_NAME: cko-1.0.0-py3-none-any.whl`,md,removal changes Markdown hard break to a soft break,81a63d74781749f5f76d574b87bd9c1e0d090f158c0c4003e51bd35419f0fd23,MARKDOWN_INTENTIONAL_HARD_BREAK
docs/sprints/SPR-018_P-018-01_VAL-004_WHEEL_REPLAY_REPORT.md,244,2,0,`WHEEL_NAME: cko-1.0.0-py3-none-any.whl`,`WHEEL_BUILD: PASS`,`WHEEL_SHA256: 8e2c7cf609855a9f88779bfbef4d9cc16c542e00c6468dfe143887928d12a650`,md,removal changes Markdown hard break to a soft break,81a63d74781749f5f76d574b87bd9c1e0d090f158c0c4003e51bd35419f0fd23,MARKDOWN_INTENTIONAL_HARD_BREAK
docs/sprints/SPR-018_P-018-01_VAL-004_WHEEL_REPLAY_REPORT.md,245,2,0,`WHEEL_SHA256: 8e2c7cf609855a9f88779bfbef4d9cc16c542e00c6468dfe143887928d12a650`,`WHEEL_NAME: cko-1.0.0-py3-none-any.whl`,`WHEEL_INSTALL: PASS`,md,removal changes Markdown hard break to a soft break,81a63d74781749f5f76d574b87bd9c1e0d090f158c0c4003e51bd35419f0fd23,MARKDOWN_INTENTIONAL_HARD_BREAK
docs/sprints/SPR-018_P-018-01_VAL-004_WHEEL_REPLAY_REPORT.md,246,2,0,`WHEEL_INSTALL: PASS`,`WHEEL_SHA256: 8e2c7cf609855a9f88779bfbef4d9cc16c542e00c6468dfe143887928d12a650`,`PIP_CHECK: PASS`,md,removal changes Markdown hard break to a soft break,81a63d74781749f5f76d574b87bd9c1e0d090f158c0c4003e51bd35419f0fd23,MARKDOWN_INTENTIONAL_HARD_BREAK
docs/sprints/SPR-018_P-018-01_VAL-004_WHEEL_REPLAY_REPORT.md,247,2,0,`PIP_CHECK: PASS`,`WHEEL_INSTALL: PASS`,`ISOLATED_CKO_IMPORT: PASS`,md,removal changes Markdown hard break to a soft break,81a63d74781749f5f76d574b87bd9c1e0d090f158c0c4003e51bd35419f0fd23,MARKDOWN_INTENTIONAL_HARD_BREAK
docs/sprints/SPR-018_P-018-01_VAL-004_WHEEL_REPLAY_REPORT.md,248,2,0,`ISOLATED_CKO_IMPORT: PASS`,`PIP_CHECK: PASS`,`ISOLATED_CKO_CORE_IMPORT: PASS`,md,removal changes Markdown hard break to a soft break,81a63d74781749f5f76d574b87bd9c1e0d090f158c0c4003e51bd35419f0fd23,MARKDOWN_INTENTIONAL_HARD_BREAK
docs/sprints/SPR-018_P-018-01_VAL-004_WHEEL_REPLAY_REPORT.md,249,2,0,`ISOLATED_CKO_CORE_IMPORT: PASS`,`ISOLATED_CKO_IMPORT: PASS`,`SDK_VERSION: 1.0.0`,md,removal changes Markdown hard break to a soft break,81a63d74781749f5f76d574b87bd9c1e0d090f158c0c4003e51bd35419f0fd23,MARKDOWN_INTENTIONAL_HARD_BREAK
docs/sprints/SPR-018_P-018-01_VAL-004_WHEEL_REPLAY_REPORT.md,250,2,0,`SDK_VERSION: 1.0.0`,`ISOLATED_CKO_CORE_IMPORT: PASS`,`PUBLIC_API_COUNTS: 646 / 646 / 646`,md,removal changes Markdown hard break to a soft break,81a63d74781749f5f76d574b87bd9c1e0d090f158c0c4003e51bd35419f0fd23,MARKDOWN_INTENTIONAL_HARD_BREAK
docs/sprints/SPR-018_P-018-01_VAL-004_WHEEL_REPLAY_REPORT.md,251,2,0,`PUBLIC_API_COUNTS: 646 / 646 / 646`,`SDK_VERSION: 1.0.0`,`PUBLIC_API_FINGERPRINT: d47d3fea99b5773ec2eb97fce56d8f542211fb3104951f61b93f5265b16f9232`,md,removal changes Markdown hard break to a soft break,81a63d74781749f5f76d574b87bd9c1e0d090f158c0c4003e51bd35419f0fd23,MARKDOWN_INTENTIONAL_HARD_BREAK
docs/sprints/SPR-018_P-018-01_VAL-004_WHEEL_REPLAY_REPORT.md,252,2,0,`PUBLIC_API_FINGERPRINT: d47d3fea99b5773ec2eb97fce56d8f542211fb3104951f61b93f5265b16f9232`,`PUBLIC_API_COUNTS: 646 / 646 / 646`,`FCP_INCLUDED_IN_WHEEL: NO`,md,removal changes Markdown hard break to a soft break,81a63d74781749f5f76d574b87bd9c1e0d090f158c0c4003e51bd35419f0fd23,MARKDOWN_INTENTIONAL_HARD_BREAK
