REFERENCE_ID,SOURCE,TARGET,SOURCE_INVENTORY_ID,TARGET_INVENTORY_ID,REFERENCE_TYPE,REFERENCE_FORM,EVIDENCE,CONFIDENCE,OPERATIONAL_IMPACT
REF-000951,CKO_CORE_BASELINE_EXECUTION_REPORT.md,reports/spr008m_trace/.gitkeep,INV-0014,INV-0119,DOCUMENTARY_DEPENDENCY,PATH_REFERENCE,line 125: - `reports/spr008m_trace/.gitkeep`,HIGH,Path/name-sensitive consumer; relocation may require update
REF-000952,CKO_CORE_BASELINE_EXECUTION_REPORT.md,ROADMAP.md,INV-0014,INV-0121,DOCUMENTARY_DEPENDENCY,PATH_REFERENCE,"line 47: Foram reconciliados o discovery, catálogo da API, mapa, ARCH v1.2, matriz, versões históricas da ARCH, `README.md`, `CHANGELOG.md` e `ROADMAP.md`. O estado vigente é 610 exports preservados + 36 da SPR-017 = 646 únicos e resolvidos. 334/346 e 0.1.0 permanecem apenas como cortes h",HIGH,Path/name-sensitive consumer; relocation may require update
REF-000953,CKO_CORE_BASELINE_EXECUTION_REPORT.md,ROADMAP.md,INV-0014,INV-0121,DOCUMENTARY_DEPENDENCY,PATH_REFERENCE,line 580: - `ROADMAP.md`,HIGH,Path/name-sensitive consumer; relocation may require update
REF-000954,CKO_CORE_BASELINE_EXECUTION_REPORT.md,SPR005_MANIFEST.json,INV-0014,INV-0123,DOCUMENTARY_DEPENDENCY,PATH_REFERENCE,line 78: - `SPR005_MANIFEST.json`,HIGH,Path/name-sensitive consumer; relocation may require update
REF-000955,CKO_CORE_BASELINE_EXECUTION_REPORT.md,SPR006A_MANIFEST.json,INV-0014,INV-0124,DOCUMENTARY_DEPENDENCY,PATH_REFERENCE,line 79: - `SPR006A_MANIFEST.json`,HIGH,Path/name-sensitive consumer; relocation may require update
REF-000956,CKO_CORE_BASELINE_EXECUTION_REPORT.md,SPR007B_ADVANCED_ENGINE.cmd,INV-0014,INV-0125,DOCUMENTARY_DEPENDENCY,PATH_REFERENCE,line 80: - `SPR007B_ADVANCED_ENGINE.cmd`,HIGH,Path/name-sensitive consumer; relocation may require update
REF-000957,CKO_CORE_BASELINE_EXECUTION_REPORT.md,SPR007B_ADVANCED_ENGINE.ps1,INV-0014,INV-0126,DOCUMENTARY_DEPENDENCY,PATH_REFERENCE,line 81: - `SPR007B_ADVANCED_ENGINE.ps1`,HIGH,Path/name-sensitive consumer; relocation may require update
REF-000958,CKO_CORE_BASELINE_EXECUTION_REPORT.md,SPR008A_IMPLEMENTATION_REPORT.md,INV-0014,INV-0127,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,line 321: - `tests/fixtures/spr008a_config.toml`,MEDIUM,Identity-level documentary navigation; physical path not implied
REF-000959,CKO_CORE_BASELINE_EXECUTION_REPORT.md,SPR008A_IMPLEMENTATION_REPORT.md,INV-0014,INV-0127,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,line 322: - `tests/fixtures/spr008a_config.yaml`,MEDIUM,Identity-level documentary navigation; physical path not implied
REF-000960,CKO_CORE_BASELINE_EXECUTION_REPORT.md,SPR008A_IMPLEMENTATION_REPORT.md,INV-0014,INV-0127,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,line 328: - `tests/test_core_sdk_spr008a.py`,MEDIUM,Identity-level documentary navigation; physical path not implied
REF-000961,CKO_CORE_BASELINE_EXECUTION_REPORT.md,SPR008A_IMPLEMENTATION_REPORT.md,INV-0014,INV-0127,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,line 82: - `SPR008A_IMPLEMENTATION_REPORT.md`,MEDIUM,Identity-level documentary navigation; physical path not implied
REF-000962,CKO_CORE_BASELINE_EXECUTION_REPORT.md,SPR008A_IMPLEMENTATION_REPORT.md,INV-0014,INV-0127,DOCUMENTARY_DEPENDENCY,PATH_REFERENCE,line 82: - `SPR008A_IMPLEMENTATION_REPORT.md`,HIGH,Path/name-sensitive consumer; relocation may require update
REF-000963,CKO_CORE_BASELINE_EXECUTION_REPORT.md,SPR008B_IMPLEMENTATION_REPORT.md,INV-0014,INV-0128,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,line 324: - `tests/test_canonical_asset_model_spr008b.py`,MEDIUM,Identity-level documentary navigation; physical path not implied
REF-000964,CKO_CORE_BASELINE_EXECUTION_REPORT.md,SPR008B_IMPLEMENTATION_REPORT.md,INV-0014,INV-0128,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,line 83: - `SPR008B_IMPLEMENTATION_REPORT.md`,MEDIUM,Identity-level documentary navigation; physical path not implied
REF-000965,CKO_CORE_BASELINE_EXECUTION_REPORT.md,SPR008B_IMPLEMENTATION_REPORT.md,INV-0014,INV-0128,DOCUMENTARY_DEPENDENCY,PATH_REFERENCE,line 83: - `SPR008B_IMPLEMENTATION_REPORT.md`,HIGH,Path/name-sensitive consumer; relocation may require update
REF-000966,CKO_CORE_BASELINE_EXECUTION_REPORT.md,SPR008C_IMPLEMENTATION_REPORT.md,INV-0014,INV-0129,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,line 343: - `tests/test_inventory_engine_spr008c.py`,MEDIUM,Identity-level documentary navigation; physical path not implied
REF-000967,CKO_CORE_BASELINE_EXECUTION_REPORT.md,SPR008C_IMPLEMENTATION_REPORT.md,INV-0014,INV-0129,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,line 84: - `SPR008C_IMPLEMENTATION_REPORT.md`,MEDIUM,Identity-level documentary navigation; physical path not implied
REF-000968,CKO_CORE_BASELINE_EXECUTION_REPORT.md,SPR008C_IMPLEMENTATION_REPORT.md,INV-0014,INV-0129,DOCUMENTARY_DEPENDENCY,PATH_REFERENCE,line 84: - `SPR008C_IMPLEMENTATION_REPORT.md`,HIGH,Path/name-sensitive consumer; relocation may require update
REF-000969,CKO_CORE_BASELINE_EXECUTION_REPORT.md,SPR008D_IMPLEMENTATION_REPORT.md,INV-0014,INV-0130,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,line 331: - `tests/test_discovery_contracts_spr008d.py`,MEDIUM,Identity-level documentary navigation; physical path not implied
REF-000970,CKO_CORE_BASELINE_EXECUTION_REPORT.md,SPR008D_IMPLEMENTATION_REPORT.md,INV-0014,INV-0130,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,line 85: - `SPR008D_IMPLEMENTATION_REPORT.md`,MEDIUM,Identity-level documentary navigation; physical path not implied
REF-000971,CKO_CORE_BASELINE_EXECUTION_REPORT.md,SPR008D_IMPLEMENTATION_REPORT.md,INV-0014,INV-0130,DOCUMENTARY_DEPENDENCY,PATH_REFERENCE,line 85: - `SPR008D_IMPLEMENTATION_REPORT.md`,HIGH,Path/name-sensitive consumer; relocation may require update
REF-000972,CKO_CORE_BASELINE_EXECUTION_REPORT.md,SPR008E_IMPLEMENTATION_REPORT.md,INV-0014,INV-0131,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,line 333: - `tests/test_discovery_provider_foundation_spr008e.py`,MEDIUM,Identity-level documentary navigation; physical path not implied
REF-000973,CKO_CORE_BASELINE_EXECUTION_REPORT.md,SPR008E_IMPLEMENTATION_REPORT.md,INV-0014,INV-0131,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,line 86: - `SPR008E_IMPLEMENTATION_REPORT.md`,MEDIUM,Identity-level documentary navigation; physical path not implied
REF-000974,CKO_CORE_BASELINE_EXECUTION_REPORT.md,SPR008E_IMPLEMENTATION_REPORT.md,INV-0014,INV-0131,DOCUMENTARY_DEPENDENCY,PATH_REFERENCE,line 86: - `SPR008E_IMPLEMENTATION_REPORT.md`,HIGH,Path/name-sensitive consumer; relocation may require update
REF-000975,CKO_CORE_BASELINE_EXECUTION_REPORT.md,SPR008F_IMPLEMENTATION_REPORT.md,INV-0014,INV-0132,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,line 338: - `tests/test_discovery_streaming_foundation_spr008f.py`,MEDIUM,Identity-level documentary navigation; physical path not implied
REF-000976,CKO_CORE_BASELINE_EXECUTION_REPORT.md,SPR008F_IMPLEMENTATION_REPORT.md,INV-0014,INV-0132,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,line 87: - `SPR008F_IMPLEMENTATION_REPORT.md`,MEDIUM,Identity-level documentary navigation; physical path not implied
REF-000977,CKO_CORE_BASELINE_EXECUTION_REPORT.md,SPR008F_IMPLEMENTATION_REPORT.md,INV-0014,INV-0132,DOCUMENTARY_DEPENDENCY,PATH_REFERENCE,line 87: - `SPR008F_IMPLEMENTATION_REPORT.md`,HIGH,Path/name-sensitive consumer; relocation may require update
REF-000978,CKO_CORE_BASELINE_EXECUTION_REPORT.md,SPR008G_IMPLEMENTATION_REPORT.md,INV-0014,INV-0133,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,line 332: - `tests/test_discovery_identity_resolution_spr008g.py`,MEDIUM,Identity-level documentary navigation; physical path not implied
REF-000979,CKO_CORE_BASELINE_EXECUTION_REPORT.md,SPR008G_IMPLEMENTATION_REPORT.md,INV-0014,INV-0133,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,line 88: - `SPR008G_IMPLEMENTATION_REPORT.md`,MEDIUM,Identity-level documentary navigation; physical path not implied
REF-000980,CKO_CORE_BASELINE_EXECUTION_REPORT.md,SPR008G_IMPLEMENTATION_REPORT.md,INV-0014,INV-0133,DOCUMENTARY_DEPENDENCY,PATH_REFERENCE,line 88: - `SPR008G_IMPLEMENTATION_REPORT.md`,HIGH,Path/name-sensitive consumer; relocation may require update
REF-000981,CKO_CORE_BASELINE_EXECUTION_REPORT.md,SPR008H_IMPLEMENTATION_REPORT.md,INV-0014,INV-0134,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,line 330: - `tests/test_discovery_capability_model_spr008h.py`,MEDIUM,Identity-level documentary navigation; physical path not implied
REF-000982,CKO_CORE_BASELINE_EXECUTION_REPORT.md,SPR008H_IMPLEMENTATION_REPORT.md,INV-0014,INV-0134,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,line 89: - `SPR008H_IMPLEMENTATION_REPORT.md`,MEDIUM,Identity-level documentary navigation; physical path not implied
REF-000983,CKO_CORE_BASELINE_EXECUTION_REPORT.md,SPR008H_IMPLEMENTATION_REPORT.md,INV-0014,INV-0134,DOCUMENTARY_DEPENDENCY,PATH_REFERENCE,line 89: - `SPR008H_IMPLEMENTATION_REPORT.md`,HIGH,Path/name-sensitive consumer; relocation may require update
REF-000984,CKO_CORE_BASELINE_EXECUTION_REPORT.md,SPR008I_IMPLEMENTATION_REPORT.md,INV-0014,INV-0135,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,line 335: - `tests/test_discovery_query_foundation_spr008i.py`,MEDIUM,Identity-level documentary navigation; physical path not implied
REF-000985,CKO_CORE_BASELINE_EXECUTION_REPORT.md,SPR008I_IMPLEMENTATION_REPORT.md,INV-0014,INV-0135,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,line 90: - `SPR008I_IMPLEMENTATION_REPORT.md`,MEDIUM,Identity-level documentary navigation; physical path not implied
REF-000986,CKO_CORE_BASELINE_EXECUTION_REPORT.md,SPR008I_IMPLEMENTATION_REPORT.md,INV-0014,INV-0135,DOCUMENTARY_DEPENDENCY,PATH_REFERENCE,line 90: - `SPR008I_IMPLEMENTATION_REPORT.md`,HIGH,Path/name-sensitive consumer; relocation may require update
REF-000987,CKO_CORE_BASELINE_EXECUTION_REPORT.md,SPR008J_IMPLEMENTATION_REPORT.md,INV-0014,INV-0136,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,line 124: - `reports/spr008j_trace/.gitkeep`,MEDIUM,Identity-level documentary navigation; physical path not implied
REF-000988,CKO_CORE_BASELINE_EXECUTION_REPORT.md,SPR008J_IMPLEMENTATION_REPORT.md,INV-0014,INV-0136,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,line 334: - `tests/test_discovery_query_evaluation_spr008j.py`,MEDIUM,Identity-level documentary navigation; physical path not implied
REF-000989,CKO_CORE_BASELINE_EXECUTION_REPORT.md,SPR008J_IMPLEMENTATION_REPORT.md,INV-0014,INV-0136,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,line 91: - `SPR008J_IMPLEMENTATION_REPORT.md`,MEDIUM,Identity-level documentary navigation; physical path not implied
REF-000990,CKO_CORE_BASELINE_EXECUTION_REPORT.md,SPR008J_IMPLEMENTATION_REPORT.md,INV-0014,INV-0136,DOCUMENTARY_DEPENDENCY,PATH_REFERENCE,line 91: - `SPR008J_IMPLEMENTATION_REPORT.md`,HIGH,Path/name-sensitive consumer; relocation may require update
REF-000991,CKO_CORE_BASELINE_EXECUTION_REPORT.md,SPR008K_IMPLEMENTATION_REPORT.md,INV-0014,INV-0137,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,line 336: - `tests/test_discovery_query_index_foundation_spr008k.py`,MEDIUM,Identity-level documentary navigation; physical path not implied
REF-000992,CKO_CORE_BASELINE_EXECUTION_REPORT.md,SPR008K_IMPLEMENTATION_REPORT.md,INV-0014,INV-0137,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,line 92: - `SPR008K_IMPLEMENTATION_REPORT.md`,MEDIUM,Identity-level documentary navigation; physical path not implied
REF-000993,CKO_CORE_BASELINE_EXECUTION_REPORT.md,SPR008K_IMPLEMENTATION_REPORT.md,INV-0014,INV-0137,DOCUMENTARY_DEPENDENCY,PATH_REFERENCE,line 92: - `SPR008K_IMPLEMENTATION_REPORT.md`,HIGH,Path/name-sensitive consumer; relocation may require update
REF-000994,CKO_CORE_BASELINE_EXECUTION_REPORT.md,SPR008L_IMPLEMENTATION_REPORT.md,INV-0014,INV-0138,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,line 337: - `tests/test_discovery_statistics_foundation_spr008l.py`,MEDIUM,Identity-level documentary navigation; physical path not implied
REF-000995,CKO_CORE_BASELINE_EXECUTION_REPORT.md,SPR008L_IMPLEMENTATION_REPORT.md,INV-0014,INV-0138,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,line 93: - `SPR008L_IMPLEMENTATION_REPORT.md`,MEDIUM,Identity-level documentary navigation; physical path not implied
REF-000996,CKO_CORE_BASELINE_EXECUTION_REPORT.md,SPR008L_IMPLEMENTATION_REPORT.md,INV-0014,INV-0138,DOCUMENTARY_DEPENDENCY,PATH_REFERENCE,line 93: - `SPR008L_IMPLEMENTATION_REPORT.md`,HIGH,Path/name-sensitive consumer; relocation may require update
REF-000997,CKO_CORE_BASELINE_EXECUTION_REPORT.md,SPR008M_IMPLEMENTATION_REPORT.md,INV-0014,INV-0139,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,line 125: - `reports/spr008m_trace/.gitkeep`,MEDIUM,Identity-level documentary navigation; physical path not implied
REF-000998,CKO_CORE_BASELINE_EXECUTION_REPORT.md,SPR008M_IMPLEMENTATION_REPORT.md,INV-0014,INV-0139,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,line 329: - `tests/test_cost_based_planner_spr008m.py`,MEDIUM,Identity-level documentary navigation; physical path not implied
REF-000999,CKO_CORE_BASELINE_EXECUTION_REPORT.md,SPR008M_IMPLEMENTATION_REPORT.md,INV-0014,INV-0139,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,line 94: - `SPR008M_IMPLEMENTATION_REPORT.md`,MEDIUM,Identity-level documentary navigation; physical path not implied
REF-001000,CKO_CORE_BASELINE_EXECUTION_REPORT.md,SPR008M_IMPLEMENTATION_REPORT.md,INV-0014,INV-0139,DOCUMENTARY_DEPENDENCY,PATH_REFERENCE,line 94: - `SPR008M_IMPLEMENTATION_REPORT.md`,HIGH,Path/name-sensitive consumer; relocation may require update
REF-001001,CKO_CORE_BASELINE_EXECUTION_REPORT.md,SPR008N_IMPLEMENTATION_REPORT.md,INV-0014,INV-0140,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,line 347: - `tests/test_query_optimizer_spr008n.py`,MEDIUM,Identity-level documentary navigation; physical path not implied
REF-001002,CKO_CORE_BASELINE_EXECUTION_REPORT.md,SPR008N_IMPLEMENTATION_REPORT.md,INV-0014,INV-0140,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,line 95: - `SPR008N_IMPLEMENTATION_REPORT.md`,MEDIUM,Identity-level documentary navigation; physical path not implied
REF-001003,CKO_CORE_BASELINE_EXECUTION_REPORT.md,SPR008N_IMPLEMENTATION_REPORT.md,INV-0014,INV-0140,DOCUMENTARY_DEPENDENCY,PATH_REFERENCE,line 95: - `SPR008N_IMPLEMENTATION_REPORT.md`,HIGH,Path/name-sensitive consumer; relocation may require update
REF-001004,CKO_CORE_BASELINE_EXECUTION_REPORT.md,SPR008O_IMPLEMENTATION_REPORT.md,INV-0014,INV-0141,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,line 340: - `tests/test_execution_planner_spr008o.py`,MEDIUM,Identity-level documentary navigation; physical path not implied
REF-001005,CKO_CORE_BASELINE_EXECUTION_REPORT.md,SPR008O_IMPLEMENTATION_REPORT.md,INV-0014,INV-0141,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,line 97: - `SPR008O_IMPLEMENTATION_REPORT.md`,MEDIUM,Identity-level documentary navigation; physical path not implied
REF-001006,CKO_CORE_BASELINE_EXECUTION_REPORT.md,SPR008O_IMPLEMENTATION_REPORT.md,INV-0014,INV-0141,DOCUMENTARY_DEPENDENCY,PATH_REFERENCE,line 97: - `SPR008O_IMPLEMENTATION_REPORT.md`,HIGH,Path/name-sensitive consumer; relocation may require update
REF-001007,CKO_CORE_BASELINE_EXECUTION_REPORT.md,SPR008OA_IMPLEMENTATION_REPORT.md,INV-0014,INV-0142,DOCUMENTARY_DEPENDENCY,PATH_REFERENCE,line 96: - `SPR008OA_IMPLEMENTATION_REPORT.md`,HIGH,Path/name-sensitive consumer; relocation may require update
REF-001008,CKO_CORE_BASELINE_EXECUTION_REPORT.md,SPR008P_IMPLEMENTATION_REPORT.md,INV-0014,INV-0143,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,line 339: - `tests/test_execution_engine_spr008p.py`,MEDIUM,Identity-level documentary navigation; physical path not implied
REF-001009,CKO_CORE_BASELINE_EXECUTION_REPORT.md,SPR008P_IMPLEMENTATION_REPORT.md,INV-0014,INV-0143,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,line 98: - `SPR008P_IMPLEMENTATION_REPORT.md`,MEDIUM,Identity-level documentary navigation; physical path not implied
REF-001010,CKO_CORE_BASELINE_EXECUTION_REPORT.md,SPR008P_IMPLEMENTATION_REPORT.md,INV-0014,INV-0143,DOCUMENTARY_DEPENDENCY,PATH_REFERENCE,line 98: - `SPR008P_IMPLEMENTATION_REPORT.md`,HIGH,Path/name-sensitive consumer; relocation may require update
REF-001011,CKO_CORE_BASELINE_EXECUTION_REPORT.md,SPR008Q_IMPLEMENTATION_REPORT.md,INV-0014,INV-0144,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,line 348: - `tests/test_runtime_spr008q.py`,MEDIUM,Identity-level documentary navigation; physical path not implied
REF-001012,CKO_CORE_BASELINE_EXECUTION_REPORT.md,SPR008Q_IMPLEMENTATION_REPORT.md,INV-0014,INV-0144,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,line 665: - oito módulos SPR-008Q versionados;,MEDIUM,Identity-level documentary navigation; physical path not implied
REF-001013,CKO_CORE_BASELINE_EXECUTION_REPORT.md,SPR008Q_IMPLEMENTATION_REPORT.md,INV-0014,INV-0144,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,line 99: - `SPR008Q_IMPLEMENTATION_REPORT.md`,MEDIUM,Identity-level documentary navigation; physical path not implied
REF-001014,CKO_CORE_BASELINE_EXECUTION_REPORT.md,SPR008Q_IMPLEMENTATION_REPORT.md,INV-0014,INV-0144,DOCUMENTARY_DEPENDENCY,PATH_REFERENCE,line 99: - `SPR008Q_IMPLEMENTATION_REPORT.md`,HIGH,Path/name-sensitive consumer; relocation may require update
REF-001015,CKO_CORE_BASELINE_EXECUTION_REPORT.md,SPR008R_IMPLEMENTATION_REPORT.md,INV-0014,INV-0145,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,line 100: - `SPR008R_IMPLEMENTATION_REPORT.md`,MEDIUM,Identity-level documentary navigation; physical path not implied
REF-001016,CKO_CORE_BASELINE_EXECUTION_REPORT.md,SPR008R_IMPLEMENTATION_REPORT.md,INV-0014,INV-0145,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,line 326: - `tests/test_connector_abstraction_spr008r.py`,MEDIUM,Identity-level documentary navigation; physical path not implied
REF-001017,CKO_CORE_BASELINE_EXECUTION_REPORT.md,SPR008R_IMPLEMENTATION_REPORT.md,INV-0014,INV-0145,DOCUMENTARY_DEPENDENCY,PATH_REFERENCE,line 100: - `SPR008R_IMPLEMENTATION_REPORT.md`,HIGH,Path/name-sensitive consumer; relocation may require update
REF-001018,CKO_CORE_BASELINE_EXECUTION_REPORT.md,SPR008S_IMPLEMENTATION_REPORT.md,INV-0014,INV-0146,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,line 101: - `SPR008S_IMPLEMENTATION_REPORT.md`,MEDIUM,Identity-level documentary navigation; physical path not implied
REF-001019,CKO_CORE_BASELINE_EXECUTION_REPORT.md,SPR008S_IMPLEMENTATION_REPORT.md,INV-0014,INV-0146,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,line 350: - `tests/test_storage_abstraction_spr008s.py`,MEDIUM,Identity-level documentary navigation; physical path not implied
REF-001020,CKO_CORE_BASELINE_EXECUTION_REPORT.md,SPR008S_IMPLEMENTATION_REPORT.md,INV-0014,INV-0146,DOCUMENTARY_DEPENDENCY,PATH_REFERENCE,line 101: - `SPR008S_IMPLEMENTATION_REPORT.md`,HIGH,Path/name-sensitive consumer; relocation may require update
REF-001021,CKO_CORE_BASELINE_EXECUTION_REPORT.md,SPR008T_IMPLEMENTATION_REPORT.md,INV-0014,INV-0147,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,line 102: - `SPR008T_IMPLEMENTATION_REPORT.md`,MEDIUM,Identity-level documentary navigation; physical path not implied
REF-001022,CKO_CORE_BASELINE_EXECUTION_REPORT.md,SPR008T_IMPLEMENTATION_REPORT.md,INV-0014,INV-0147,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,line 342: - `tests/test_filesystem_storage_connector_spr008t.py`,MEDIUM,Identity-level documentary navigation; physical path not implied
REF-001023,CKO_CORE_BASELINE_EXECUTION_REPORT.md,SPR008T_IMPLEMENTATION_REPORT.md,INV-0014,INV-0147,DOCUMENTARY_DEPENDENCY,PATH_REFERENCE,line 102: - `SPR008T_IMPLEMENTATION_REPORT.md`,HIGH,Path/name-sensitive consumer; relocation may require update
REF-001024,CKO_CORE_BASELINE_EXECUTION_REPORT.md,SPR008U_IMPLEMENTATION_REPORT.md,INV-0014,INV-0148,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,line 103: - `SPR008U_IMPLEMENTATION_REPORT.md`,MEDIUM,Identity-level documentary navigation; physical path not implied
REF-001025,CKO_CORE_BASELINE_EXECUTION_REPORT.md,SPR008U_IMPLEMENTATION_REPORT.md,INV-0014,INV-0148,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,line 349: - `tests/test_sqlite_storage_adapter_spr008u.py`,MEDIUM,Identity-level documentary navigation; physical path not implied
REF-001026,CKO_CORE_BASELINE_EXECUTION_REPORT.md,SPR008U_IMPLEMENTATION_REPORT.md,INV-0014,INV-0148,DOCUMENTARY_DEPENDENCY,PATH_REFERENCE,line 103: - `SPR008U_IMPLEMENTATION_REPORT.md`,HIGH,Path/name-sensitive consumer; relocation may require update
REF-001027,CKO_CORE_BASELINE_EXECUTION_REPORT.md,SPR008V_IMPLEMENTATION_REPORT.md,INV-0014,INV-0149,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,line 104: - `SPR008V_IMPLEMENTATION_REPORT.md`,MEDIUM,Identity-level documentary navigation; physical path not implied
REF-001028,CKO_CORE_BASELINE_EXECUTION_REPORT.md,SPR008V_IMPLEMENTATION_REPORT.md,INV-0014,INV-0149,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,line 325: - `tests/test_checkpoint_foundation_spr008v.py`,MEDIUM,Identity-level documentary navigation; physical path not implied
REF-001029,CKO_CORE_BASELINE_EXECUTION_REPORT.md,SPR008V_IMPLEMENTATION_REPORT.md,INV-0014,INV-0149,DOCUMENTARY_DEPENDENCY,PATH_REFERENCE,line 104: - `SPR008V_IMPLEMENTATION_REPORT.md`,HIGH,Path/name-sensitive consumer; relocation may require update
REF-001030,CKO_CORE_BASELINE_EXECUTION_REPORT.md,SPR008W_IMPLEMENTATION_REPORT.md,INV-0014,INV-0150,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,line 105: - `SPR008W_IMPLEMENTATION_REPORT.md`,MEDIUM,Identity-level documentary navigation; physical path not implied
REF-001031,CKO_CORE_BASELINE_EXECUTION_REPORT.md,SPR008W_IMPLEMENTATION_REPORT.md,INV-0014,INV-0150,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,line 351: - `tests/test_unit_of_work_foundation_spr008w.py`,MEDIUM,Identity-level documentary navigation; physical path not implied
REF-001032,CKO_CORE_BASELINE_EXECUTION_REPORT.md,SPR008W_IMPLEMENTATION_REPORT.md,INV-0014,INV-0150,DOCUMENTARY_DEPENDENCY,PATH_REFERENCE,line 105: - `SPR008W_IMPLEMENTATION_REPORT.md`,HIGH,Path/name-sensitive consumer; relocation may require update
REF-001033,CKO_CORE_BASELINE_EXECUTION_REPORT.md,SPR009_ARCHITECTURE_CERTIFICATION_REPORT.md,INV-0014,INV-0151,DOCUMENTARY_DEPENDENCY,PATH_REFERENCE,line 107: - `SPR009_ARCHITECTURE_CERTIFICATION_REPORT.md`,HIGH,Path/name-sensitive consumer; relocation may require update
REF-001034,CKO_CORE_BASELINE_EXECUTION_REPORT.md,SPR009_IMPLEMENTATION_REPORT.md,INV-0014,INV-0152,DOCUMENTARY_DEPENDENCY,PATH_REFERENCE,line 108: - `SPR009_IMPLEMENTATION_REPORT.md`,HIGH,Path/name-sensitive consumer; relocation may require update
REF-001035,CKO_CORE_BASELINE_EXECUTION_REPORT.md,SPR009A_IMPLEMENTATION_REPORT.md,INV-0014,INV-0153,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,line 106: - `SPR009A_IMPLEMENTATION_REPORT.md`,MEDIUM,Identity-level documentary navigation; physical path not implied
REF-001036,CKO_CORE_BASELINE_EXECUTION_REPORT.md,SPR009A_IMPLEMENTATION_REPORT.md,INV-0014,INV-0153,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,line 327: - `tests/test_core_consolidation_spr009a.py`,MEDIUM,Identity-level documentary navigation; physical path not implied
REF-001037,CKO_CORE_BASELINE_EXECUTION_REPORT.md,SPR009A_IMPLEMENTATION_REPORT.md,INV-0014,INV-0153,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,line 55: | C01 | `11d8ac96411c1d8ab2b6698e1408e29ea7600b84` | 282 | `chore(core): consolidate foundations through SPR-009A` |,MEDIUM,Identity-level documentary navigation; physical path not implied
